"Test.performed" "Classifier" "Count.query" "Count.universe" "%.query" "%.universe" "p-value" "FDR.q-value" "Fold.change"
"Chain characteristics" "Saturated" "199/494" "241/595" 40.2834008097166 40.5042016806723 0.950615010882124 1 0.994548692190099
"Chain characteristics" "Monounsaturated" "110/494" "133/595" 22.2672064777328 22.3529411764706 1 1 0.996164500319625
"Chain characteristics" "Diunsaturated" "51/494" "67/595" 10.3238866396761 11.2605042016807 0.695452208976731 1 0.916822768747356
"Chain characteristics" "Polyunsaturated" "134/494" "154/595" 27.1255060728745 25.8823529411765 0.678939987334153 1 1.04803091645197
"Specific chain" "14:1" "3/494" "4/595" 0.607287449392713 0.672268907563025 1 1 0.90334008097166
"Specific chain" "15:0" "8/494" "9/595" 1.61943319838057 1.51260504201681 1 1 1.0706252811516
"Specific chain" "16:0" "54/494" "64/595" 10.9311740890688 10.7563025210084 0.922402269294587 1 1.01625759109312
"Specific chain" "16:1" "20/494" "25/595" 4.04858299595142 4.20168067226891 1 1 0.963562753036437
"Specific chain" "17:0" "13/494" "14/595" 2.63157894736842 2.35294117647059 0.845740886097566 1 1.11842105263158
"Specific chain" "18:0" "53/494" "59/595" 10.7287449392713 9.91596638655462 0.689170534660589 1 1.08196665065532
"Specific chain" "18:1" "61/494" "69/595" 12.3481781376518 11.5966386554622 0.708370727422208 1 1.06480666549316
"Specific chain" "18:2" "38/494" "50/595" 7.69230769230769 8.40336134453782 0.737885913158906 1 0.915384615384615
"Specific chain" "18:3" "15/494" "17/595" 3.03643724696356 2.85714285714286 0.859322025082246 1 1.06275303643725
"Specific chain" "18:4" "1/494" "2/595" 0.202429149797571 0.336134453781513 1 1 0.602226720647773
"Specific chain" "20:0" "13/494" "13/595" 2.63157894736842 2.18487394957983 0.692315914925402 1 1.20445344129555
"Specific chain" "20:2" "10/494" "13/595" 2.02429149797571 2.18487394957983 1 1 0.926502647150421
"Specific chain" "20:3" "24/494" "26/595" 4.8582995951417 4.36974789915966 0.771678096080315 1 1.1118031765805
"Specific chain" "20:4" "23/494" "30/595" 4.65587044534413 5.04201680672269 0.779674461199783 1 0.923414304993252
"Specific chain" "20:5" "20/494" "20/595" 4.04858299595142 3.36134453781513 0.628105205087817 1 1.20445344129555
"Specific chain" "22:2" "2/494" "2/595" 0.404858299595142 0.336134453781513 1 1 1.20445344129555
"Specific chain" "22:4" "13/494" "14/595" 2.63157894736842 2.35294117647059 0.845740886097566 1 1.11842105263158
"Specific chain" "22:5" "15/494" "21/595" 3.03643724696356 3.52941176470588 0.734666434169959 1 0.860323886639676
"Specific chain" "22:6" "23/494" "24/595" 4.65587044534413 4.03361344537815 0.654769409157823 1 1.15426788124157
"Specific chain" "24:0" "5/494" "7/595" 1.01214574898785 1.17647058823529 1 1 0.860323886639676
"Specific chain" "24:1" "5/494" "7/595" 1.01214574898785 1.17647058823529 1 1 0.860323886639676
"Specific chain" "22:0" "5/494" "7/595" 1.01214574898785 1.17647058823529 1 1 0.860323886639676
"Specific chain" "22:1" "5/494" "6/595" 1.01214574898785 1.00840336134454 1 1 1.00371120107962
"Specific chain" "26:0" "2/494" "2/595" 0.404858299595142 0.336134453781513 1 1 1.20445344129555
"Specific chain" "26:1" "1/494" "2/595" 0.202429149797571 0.336134453781513 1 1 0.602226720647773
"Specific chain" "14:0" "19/494" "22/595" 3.84615384615385 3.69747899159664 1 1 1.04020979020979
"Specific chain" "20:1" "9/494" "11/595" 1.82186234817814 1.84873949579832 1 1 0.985461906514538
"Specific chain" "12:0" "5/494" "6/595" 1.01214574898785 1.00840336134454 1 1 1.00371120107962
"Specific chain" "O-16:0" "5/494" "8/595" 1.01214574898785 1.34453781512605 0.781354248321863 1 0.752783400809717
"Specific chain" "O-18:0" "4/494" "9/595" 0.809716599190283 1.51260504201681 0.403017639647142 1 0.535312640575799
"Specific chain" "P-16:0" "6/494" "10/595" 1.21457489878543 1.68067226890756 0.617906240630737 1 0.722672064777328
"Specific chain" "P-18:0" "7/494" "11/595" 1.417004048583 1.84873949579832 0.639616996399617 1 0.76647037173353
"Specific chain" "P-18:1" "6/494" "9/595" 1.21457489878543 1.51260504201681 0.796601042071632 1 0.802968960863698
"Specific chain" "P-18:2" "1/494" "2/595" 0.202429149797571 0.336134453781513 1 1 0.602226720647773
